text_id,sentence,label
1,2. Einleitung und Problemstellung,0
1,Möchten Sie abnehmen?,0
1,"Kein Problem, wir haben dafür die Lösung: schlank in zwei Wochen"" Solchen und ähnlichen Sätzen begegnen wir tagtäglich auf Plakaten, in Zeitungen, beim Fernsehen oder Radiohören.",0
1,Die Werbung dominiert unsere konsumorientierte Gesellschaft.,0
1,"In Filmen und Serien werden bewusst Produkte oder Marken platziert (Produktplacement), um sie uns einzuprägen und grosse Firmen machen Imagewerbung, in dem sie ihre Marke mit positiven Emotionen koppeln.",0
1,Dadurch sollen die Konsumenten bei Betrachtung einer Marke eine positive Erinnerung an diese abrufen können und somit eher diese als eine andere Marke wählen.,0
1,"Dabei wird nicht nur für Produkte oder Dienstleistungen geworben, die Werbung hat auch Einzug gehalten in der Persönlichkeitsbildung.",0
1,"Wer sich gut verkaufen kann, wird weit kommen.",0
1,"Oder Berufe, welche sich in der Öffentlichkeit gut darstellen und verkaufen, sind attraktiv und finden oft genügend Nachwuchs.",0
1,"Der Beruf der Lehrerinnen und Lehrer in der Schweiz hatte lange keine solche Werbung nötig, denn das Ansehen des Berufes allein genügte über viele Jahre hinweg, um durch ein bestehendes attraktives Berufsimage genügend Personal dafür zu rekrutieren.",0
1,Heute sieht die Situation etwas düsterer aus.,0
1,Viele Stellen im Bildungswesen in der Schweiz konnten im Sommer 2 nur mit Hilfe von ausländischen Lehrpersonen und Studierenden der verschiedenen pädagogischen Hochschulen der Schweiz besetzt werden.,0
1,"Dieses Problem könnte unter anderem damit zusammenhängen, welches Ansehen Lehrpersonen in der Öffentlichkeit haben und ob das Ausüben dieses Berufes erstrebenswert ist für Personen, die sich in der Berufswahlphase befinden.",0
1,"Basierend auf den Befunden aus der Medienund Publizistikwissenschaft soll in dieser Masterarbeit das Image, welches in den Printmedien durch Meldungen über Lehrpersonen verbreitet wird, untersucht werden.",0
1,Dazu dienen die Zeitungsberichte aus dem Grossraum Zürich.,3
1,"Diese werden mittels einer Dokumentenanalyse auf das Lehrpersonenimage untersucht, da Images einen Teil der öffentlichen Meinungsbildung beinhalten.",1
1,Images schliessen jedoch auch immer Persönlichkeitsfaktoren mit ein.,0
1,"Wie ein Image aufgenommen oder interpretiert wird und wie der Umgang mit Images oder die Identifikation mit einem Berufsimage wahrgenommen wird, ist bedingt durch Persönlichkeitsdimensionen.",0
1,Dabei stehen drei Aspekte in dieser Arbeit im Fokus.,2
1,"Der erste Aspekt ist, wie bereits erwähnt, welches Image in der Gesellschaft zum Lehrberuf vorherrscht.",0
1,"Der zweite Aspekt beinhaltet, wie Lehrpersonen das Image ihres Berufes wahrnehmen.",0
1,Der dritte Aspekt konzentriert sich dann auf den Einfluss des Images in der Berufsausübung.,0
1,"Unter dem letzten Aspekt soll untersucht werden, ob das Image auf die Beanspruchung im Beruf der Lehrpersonen einen Einfluss hat.",0
1,"Diese verschiedenen Fragestellungen werden in dieser Masterarbeit wie folgt dargelegt: Im Theorieteil (Kapitel 3) wird anhand der Erkenntnisse aus der Medienund Publizistikwissenschaft die Bildung eines Berufsimages erläutert, welche dazu dient, die Ergebnisse aus der Dokumentenanalyse einordnen zu können.",0
1,Auch im theoretischen Teil der Arbeit finden sich die Abstützung der Berufsorientierung und der Rollenfindungsprozess.,5
1,Aufgrund der neusten Erkenntnisse von Keller-Schneider (2010) werden danach die verschiedenen Belastungstypen erläutert.,0
1,"Diese Belastungstypen sind die Grundlage, um die Aussagen von Lehrpersonen einordnen zu können.",0
1,Auf den theoretischen Teil folgt die Fragestellung (Kapitel 4).,5
1,Diese wird genauer erörtert und in weitere Fragestellungen gegliedert.,0
1,Im Anschluss daran findet sich die Wahl der Methoden (Kapitel 5).,5
1,Dabei werden die Methoden sowohl bezüglich des Vorgehens bei der Dokumentenanalyse wie auch bei den Interviews begründet.,0
1,"In der bereits erwähnten Dokumentenanalyse wird untersucht, welches Image im Grossraum Zürich über den Lehrberuf besteht.",0
1,Auf Grund dieser Dokumentenanalyse entstand ein Leitfaden für das Interview mit verschiedenen Lehrpersonen.,1
1,Die Ergebnisse aus der Dokumentenanalyse wie auch aus den Interviews werden im Kapitel 6 dargestellt und im Kapitel 7 auf Grund der Theorie diskutiert.,5
1,Für die Qualität der Schulen sind unter anderem die Lehrpersonen verantwortlich.,0
1,"Geht es ihnen gut, können sie zu einem positiven Lernklima viel eher beitragen, als wenn es ihnen schlecht geht.",0
1,Die PHZH fasst diesen Punkt im Standard IX unter der Sicherung der Qualität und Weiterentwicklung zusammen.,0
1,"Die Qualität ist wie erwähnt abhängig davon, wie es den Lehrpersonen geht beziehungsweise wie hoch ihre Berufszufriedenheit ist.",0
1,"In dieser Arbeit wird auf diesen Aspekt eingegangen, in dem gefragt wird, ob das Berufsimage einen Einfluss auf die Berufszufriedenheit hat oder nicht und welchen.",0
1,Weiter kann eine Beziehung zum Standard X der PHZH hergestellt werden.,0
1,"Denn nicht nur die Schule steht im Spannungsfeld zwischen Kultur, Gesellschaft, Demokratie und Ökonomie, auch die Lehrerinnen und Lehrer müssen sich in diesem Spannungsfeld bewegen.",0
1,"Als Orientierung dienen ihnen oft die Medien, welche ihren Beruf und die Wirtschaftlichkeit dessen immer wieder kritisch hinterfragen und über ein Berufsimage, das sie verbreiten, eine indirekte Rückmeldung geben, wo die Lehrpersonen in diesem Spannungsfeld stehen oder zu stehen hätten.",0
2,EINLEITUNG,0
2,"Viele Lehrer gehen von einem fiktiven Mittelmass aus und praktizieren das Lernen im Gleichschritt“ (Scholz 2010, S.12).",0
2,Dass diese Art des Unterrichts nicht mehr unbedingt den neusten wissenschaftlichen Erkenntnissen der Lehrund Lernforschung entspricht ist kein Geheimnis.,0
2,"Heute geht man davon aus, dass Lernen ein individueller und konstruktiver Prozess ist.",0
2,"Es gibt zahlreiche neue Schulmodelle, welche versuchen durch individuelle Lernwege und Lernzeiten diesen Erkenntnissen gerecht zu werden.",0
2,Im Zusammenhang mit einem Projekt der Pädagogischen Hochschule Zürich mit dem Namen “Schulen lernen von Schulen“ wurden diverse innovative Schulen ausgezeichnet.,0
2,Zwei dieser ausgezeichneten Schulen stehen im Fokus dieser Arbeit.,0
2,Diese Schulen beschäftigen sich seit einigen Jahren intensiv mit selbstgesteuertem Lernen und Individualisierung und verfügen in diesen Bereichen über wertvolles Expertenwissen.,0
2,Durch die Einführung des neuen Mathematiklehrmittels der Sekundarstufe I wurden diese Schulen im Bereich der Mathematik vor neue Herausforderungen gestellt.,0
2,"Die Schulen mussten sich überlegen, wie sie mit dem neuen Lehrmittel arbeiten möchten und mussten notwendige “Anpassungen“ vornehmen, um das Lehrmittel mit ihrem Unterrichtsmodell kompatibel zu machen.",0
2,"Diese “Anpassungen“ sind für mich besonders spannend, da sie ein Stück weit des Rätsels Lösung sind, wie es gelingen kann, dass sich Schülerinnen und Schüler der Sekundarstufe I, Lerninhalte selbständig aneignen können, ohne dass sich die Lehrperson in der Rolle der Wissensvermittlerin befindet.",0
2,Das neue Mathematiklehrmittel ist nicht speziell für Schulen mit einem hohen Selbstlernanteil ausgelegt.,0
2,Über die Eignung des Lehrmittels für solche Unterrichtskonzepte hört man Kontroverses.,0
2,"Fakt ist jedoch, dass das neue Mathematiklehrmittel davon ausgeht, dass die Lehrperson bei der Einführung, das heisst beim Strukturaufbau, eine wichtige Rolle einnimmt.",0
2,"Das bedeutet, dass das Lehrmittel nicht darauf ausgelegt ist, dass eine Lehrperson “nur“ als Coach oder als Lernbegleiter fungiert.",0
2,"In den zwei erwähnten Schulen stellen Lernschritte (in einer Schule werden sie auch Lernjobs genannt) das Verbindungsstück zwischen dem neuen Lehrmittel und der selbstgesteuerten, individualisierten Unterrichtsform dar.",0
2,"Mit Hilfe einer Dokumentenanalyse von diesen besagten Lernschritten und der qualitativen Auswertung von Experteninterviews mit Lehrpersonen, aus den erwähnten innovativen Schulen, möchte ich Antworten auf folgende Fragestellungen finden: ",0
2,"1. Was muss ein “Lernschritt“ beinhalten, wie muss ein “Lernschritt“ konzipiert werden, damit er das selbständige Lernen ermöglicht?",6
2,"2. Was passiert mit dem neuen Mathematiklehrmittel, welche Anpassungen werden von den Lehrpersonen vorgenommen?",6
2,"Die Arbeit besteht aus fünf Hauptteilen: Einem theoretischen Teil, einem Präsentationsteil der Schulen, einem methodischen Teil, einem Ergebnisteil und einem Diskussionsteil.",5
2,"Im theoretischen Teil werden vier Themengebiete genauer beleuchtet, welche für diese Thematik wichtig sind: Aktuelles Verständnis von Lernen und Lehren, Individualisierung & Differenzierung, selbstgesteuertes Lernen und altersdurchmischtes Lernen.",5
2,"Im zweiten Teil werden die innovativen Sekundarschulen mit ihrem Unterrichtskonzept vorgestellt, welche im Fokus dieser Arbeit stehen.",0
2,Im methodischen Teil wird das methodische Vorgehen vorgestellt.,5
2,"Dazu gehört die Analysemethode der Lernschritte, die Interviewmethode sowie die Auswertungsmethode.",0
2,Zudem wird der Interviewleitfaden und das Codierungssystem erläutert.,0
2,"Auch Schwierigkeiten, welche sich bei der Arbeit ergeben haben, werden an dieser Stelle thematisiert.",0
2,Im vierten Teil werden die Ergebnisse mit Hilfe von Grafiken dargestellt und präsentiert.,5
2,Und im letzten Teil der Arbeit werden die Ergebnisse der Arbeit diskutiert.,5
3,1. Einleitung,0
3,"In dieser Arbeit interessiere ich mich jedoch weniger für die Institution PHZH und ihr Konzept an sich, als für die Situation des Studierenden, der sich die eingangs formulierte Frage stellt.",0
3,"Dies führt zu folgenden Leitfragen: Was führt Studierende dazu, sich noch während der Ausbildung so kompetent zu fühlen, dass sie einen frühzeitigen Berufseinstieg wagen und sich somit nicht nur den Anforderungen an eine Lehrperson stellen, sondern sich darauf einlassen, die Anforderungen durch die Parallelisierung dieser beiden Stadien der beruflichen Sozialisation sogar aneinander zu koppeln?",6
3,"Liegt diese Entscheidung nur am Grundinteresse des Einkommens oder wäre es möglich, die Motive zur Entscheidung am biographischen Entwicklungsverlauf jedes einzelnen Falles festzumachen?",6
3,Diese Verengung des Interessengebietes führt schliesslich zur zentralen Fragestellung dieser Arbeit.,6
3,Der Fokus wird auf die biographischen Motive von frühzeitigen Berufseinsteigern gelegt und anhand der Methode der Sequenzanalyse wird Interviewmaterial analysiert.,2
3,In der Vorgehensweise wurden im ersten Schritt interne Forschungsergebnisse der PHZH auf das Thema “frühzeitiger Berufseintritt“ untersucht.,1
3,Es konnte keine übereinstimmende Literatur in Bezug auf die Fragestellung nach biographischen Motiven von frühzeitigen Berufseinsteigern ausfindig gemacht werden.,0
3,"Obwohl Lehrpersonen auch in der Vergangenheit während der Ausbildung eine ausgeprägte Nähe zum Praxisfeld „Schule“ hatten und die Parallelisierung von Studium und Beruf nicht nur durch Lehrermangel zustande kam, wurden keine Studien gefunden, welche diese Schnittstelle untersuchen.",4
3,"Dies führte zur Motivation, an dieser Fragestellung festzuhalten und in anderen Forschungsbereichen Untersuchungen zu finden, welche die Schnittstelle „Parallelisierung von Studium und Beruf mit dem Thema der individuellen Biographie“ füllen könnten und somit nicht die Institution, sondern den Studierenden in den Fokus nehmen.",0
3,Folgendes Zitat soll einen Einblick in das Interessensfeld ermöglichen: „Kritische Lebensereignisse stellen dann nichts anderes dar als [...]„von aussen“ auf die Person einwirkende Kräfte [...] mit denen sich die Person in der ihr eigenen Weise auseinandersetzten muss.,0
3,...(Es stellt sich) die allgemeine Frage nach der Plastizität des Verhaltens einer Person über unterschiedliche (Lebens-)Situationen hinweg [... ](Somit rückt) die Abfolge von Ereignissen über die Zeit hinweg in das Blickfeld.,0
3,Werden etwa kritische Lebensereignisse exemplifiziert am Wechsel bzw.,0
3,"Übergang in neue soziale Rollen, so steht die Frage im Zentrum, unter welchen personen – und/oder kontextspezifischen Bedingungen dieser Wechsel erfolgreich oder weniger erfolgreich vollzogen wird.",0
3,"... In dem Masse schliesslich, in dem die Auseinandersetzung mit kritischen Lebensereignissen entweder als konstitutives Merkmal des menschlichen Lebenslaufs betrachtet [....] wird, in dem Masse erfolgt die Analyse kritischer Lebensereignisse entwicklungspsychologischer Perspektive [....] (wobei zu beachten ist, dass) der Konfrontation mit kritischen Lebensereignissen (eine) [...] notwendige Voraussetzungen für entwicklungsmässigen Wandel, insbesondere innerhalb des Erwachsenenalters, darstellen und somit potentiell zu persönlichem „Wachstum“ beitragen können.",0
3,"(Filipp, 1995.4-8) ",0
3,"Das zur Einführung gewählte Zitat soll ein erster Versuch der Annäherung an das benannte Spannungsfeld sein und die Problematik aufzeigen, mit der sich die Empirie im Grunde beschäftigen möchte.",0
3,"Und zwar mit einem Subjekt, welches in einem bestimmten Verhältnis zu seiner Umwelt steht und sich in Form eines Prozesses anzupassen sucht.",0
3,Solche Prozesse werden durch „kritische Lebensereignisse“ provoziert.,0
3,Diese zwingen das Subjekt in neue soziale Rollen und ermöglichen im Zusammenhang mit der eigenen Biographie den Wandel.,0
3,Der Begriff des „kritischen Lebensereignisses“ ist eine Betrachtung aus der entwicklungspsychologischen Warte heraus und soll zu einem späteren Zeitpunkt mit dem Begriff der „Statuspassage“ enger in den Fokus geraten.,9
3,"Die Untersuchung in folgender Arbeit möchte sich, plakativ ausgedrückt, klar von Themenbereichen der Bewältigungsauseinandersetzung und von prophylaktischen Gesundheits-Texten, welche meist Burnout-Themen behandeln, abgrenzen.",0
3,"Es soll sich zudem nicht um eine Untersuchung handeln, die Lehrertypen sucht und einordnet oder sich mit Weiterentwicklungsthemen der Ausbildungsstätte beschäftigt.",0
3,"Die Arbeit stellt klar eine ausgewählte Gruppe Studierender in den Fokus, welche mit Ausnahme des gemeinsamen Kriteriums „frühzeitiger Berufseinstieg“ heterogen zu betrachten ist und individuelle Biographien und somit auch unterschiedliche Motive mitbringt.",2
3,"Die Untersuchung bezieht sich im Näheren auf Studierende der Pädagogischen Hochschule Zürich, welche sich für einen frühzeitigen Berufseinstieg entschieden haben und im Ausbildungsmodell Nova 0 mit dem Studium begonnen haben.",1
3,"Hiermit wird eine Gruppe betrachtet, die sich in einem Spannungsfeld zwischen Berufsalltag und Studium befindet.",0
3,"Die Frage nach biographischen Motiven von frühzeitigen Berufseinsteigern oder der Gruppe der in der Fragestellung benannten „Studierenden auf der Überholspur“ tangiert verschiedene Begriffe wie „Biographie“, „Motive“ und „Statuspassage“.",0
3,Das Thema der Statuspassage beschreibt generell den Übertritt von Studium und Ausbildung in die Praxis bei gleichzeitiger Betonung der „Frühzeitigkeit“ dieses Übertritts in der ausgewählten Berufsgruppe.,0
3,"Diese „Frühzeitigkeit“ eröffnet ein Spannungsfeld, welches sich zwischen der Biographie und der Statuspassage aufbaut und oben mit dem Begriff des „kritischen Lebensereignisses“ gleichgesetzt wurde.",0
3,"Es wird vermutet, dass die „Motive“ in der Differenz zwischen der Biographie und der Entscheidung zum frühzeitigen Berufseintritt liegen könnte.",0
3,"Im empirischen Teil werden biographische Motive, die zum frühzeitigen Berufseinstieg geführt haben, anhand der qualitativen Untersuchungsmethode der Sequenzanalyse von Interviewgesprächen transparent gemacht.",5
3,Im Näheren werden drei Fälle ausgewertet und schliesslich im Kontext des theoretischen Rahmens diskutiert.,5
